country,cid,metric,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
High income: nonOECD,NOC,unemployment,NaN,5.789198567,6.617767801,8.732300317,10.52969904,10.86630171,11.59560748,12.37983632,12.30189516,10.79266441,10.36519751,10.10190114,10.37879251,9.245873661,8.025433708,7.562056684,6.39111211,6.2084996,7.836074931,7.576402953,6.78340371,6.24722004,6.135552044,6.012096884,NaN
High income: OECD,OEC,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
High income: OECD,OEC,internet_users,0.475158358,0.73106134,1.016258834,2.051351789,3.86975906,7.079309201,11.05115791,16.53273753,23.81596256,31.87094998,38.06745164,46.78968409,51.58581367,56.98568873,60.74291147,63.22872112,68.63022263,70.57932457,71.62676339,73.62313935,73.85215371,77.77012919,81.51977627,83.84557558,NaN
High income: OECD,OEC,unemployment,6.581065502,7.464668645,7.92749905,7.971843993,7.477549147,7.480887098,7.239026215,7.10282578,6.955378332,6.544793916,6.420244099,6.957618862,7.141374865,6.979369893,6.70546598,6.157548022,5.612190814,5.935474095,8.108088783,8.430561417,8.128240751,8.21049283,8.090115384,7.457043278,NaN
Honduras,HND,GDP,16314000000,18800000000,22689000000,28862000000,37507000000,47763000000,61321000000,70438000000,77096000000,1.06654E+11,1.18416E+11,1.29167E+11,1.42818E+11,1.61508E+11,1.83747E+11,2.06288E+11,2.33567E+11,2.62417E+11,2.75632E+11,2.99286E+11,3.35028E+11,3.61349E+11,3.76539E+11,4.09612E+11,NaN
Honduras,HND,internet_users,NaN,NaN,NaN,NaN,0.036775252,0.043711246,0.170996468,0.301247214,0.573575476,1.203855999,1.415281931,2.597402597,4.8,5.6,6.5,7.8,9.4,9.6,9.8,11.09,15.9,18.12,17.8,19.08,NaN
Honduras,HND,unemployment,4.699999809,3.200000048,NaN,NaN,3.200000048,4.400000095,3.299999952,4,3.900000095,NaN,4.099999905,3.900000095,5.199999809,6,4.199999809,3.099999905,2.900000095,3.099999905,3.299999952,4.800000191,4.400000095,NaN,3.900000095,NaN,NaN
"Hong Kong SAR, China",HKG,GDP,6.91323E+11,8.0713E+11,9.3101E+11,1.04961E+12,1.11901E+12,1.2353E+12,1.37308E+12,1.30807E+12,1.28595E+12,1.3375E+12,1.32114E+12,1.29734E+12,1.25667E+12,1.31695E+12,1.41213E+12,1.50335E+12,1.65076E+12,1.70749E+12,1.65925E+12,1.77633E+12,1.93443E+12,2.03706E+12,2.13866E+12,2.25564E+12,NaN
"Hong Kong SAR, China",HKG,internet_users,0.120955444,0.849527883,1.334568031,2.784198266,3.218635643,4.748838672,10.51875705,14.54597958,21.23068197,27.82776068,38.67140323,43.08238303,52.20004335,56.39988039,56.9,60.8,64.8,66.7,69.4,72,72.2,72.9,74.2,74.56,NaN
"Hong Kong SAR, China",HKG,unemployment,1.799999952,2,2,1.899999976,3.200000048,2.799999952,2.200000048,4.599999905,6.199999809,4.900000095,5.099999905,7.300000191,7.900000095,6.699999809,5.599999905,4.800000191,4,3.599999905,5.199999809,4.300000191,3.400000095,3.299999952,3.400000095,3.200000048,NaN
Hungary,HUN,GDP,2.58463E+12,3.04433E+12,3.67084E+12,4.5156E+12,5.80799E+12,7.09576E+12,8.80351E+12,1.04232E+13,1.1628E+13,1.33104E+13,1.53719E+13,1.741E+13,1.90657E+13,2.10128E+13,2.24592E+13,2.41388E+13,2.55386E+13,2.70381E+13,2.62587E+13,2.70517E+13,2.81338E+13,2.86279E+13,3.0065E+13,3.21797E+13,NaN
Hungary,HUN,internet_users,0.00338263,0.048353421,0.193414395,0.483580975,0.677486054,0.969239536,1.942449872,3.894643278,5.857840749,6.999676351,14.5285543,16.67,21.63,27.74,38.97,47.06,53.3,61,62,65,68.01998789,70.57999815,72.6439,76.13,NaN
Hungary,HUN,unemployment,NaN,9.899999619,12.10000038,10.80000019,9.899999619,10,9,8.899999619,6.900000095,6.599999905,5.699999809,5.599999905,5.800000191,5.800000191,7.199999809,7.5,7.400000095,7.800000191,10,11.19999981,11,11,10.19999981,7.699999809,NaN
Iceland,ISL,GDP,4.10976E+11,4.10808E+11,4.23828E+11,4.50555E+11,4.64602E+11,4.9888E+11,5.38598E+11,6.00899E+11,6.45823E+11,7.01627E+11,7.91688E+11,8.39786E+11,8.66583E+11,9.61938E+11,1.0549E+12,1.19596E+12,1.36398E+12,1.54178E+12,1.58941E+12,1.6181E+12,1.70051E+12,1.77549E+12,1.8787E+12,1.98926E+12,NaN
Iceland,ISL,internet_users,0.505129002,1.53916008,2.667825265,6.794811784,11.2158757,14.80647932,27.47886875,36.2642065,41.29456671,44.47053382,49.39299537,79.12,83.14,83.88,87,89.51,90.6,91,93,93.39,94.8196868,96.20979955,96.5468,98.16,NaN
Iceland,ISL,unemployment,2.5,4.300000191,5.300000191,5.300000191,5.199999809,3.599999905,3.700000048,3.099999905,2.200000048,1.899999976,1.899999976,3,4,4,2.5,2.799999952,2.299999952,2.900000095,7.199999809,7.599999905,7,6,5.400000095,4.900000095,NaN
India,IND,GDP,6.73875E+12,7.74545E+12,8.91355E+12,1.04559E+13,1.22672E+13,1.41928E+13,1.57239E+13,1.80338E+13,2.02313E+13,2.17741E+13,2.35585E+13,2.53633E+13,2.8415E+13,3.24221E+13,3.69337E+13,4.29471E+13,4.98709E+13,5.63006E+13,6.47783E+13,7.78411E+13,8.83201E+13,9.98854E+13,1.13451E+14,1.25412E+14,NaN
India,IND,internet_users,NaN,0.000111308,0.000218176,0.001069562,0.026228879,0.046333977,0.070767849,0.139027329,0.273224277,0.52753245,0.660146377,1.537875582,1.686489971,1.976136492,2.388075,2.805499865,3.95,4.38,5.12,7.5,10.07,12.58006091,15.1,18,NaN
India,IND,unemployment,NaN,NaN,NaN,3.700000048,2.200000048,2.099999905,2.599999905,3.599999905,NaN,4.300000191,NaN,NaN,NaN,NaN,4.400000095,NaN,NaN,NaN,NaN,3.5,NaN,3.599999905,4.5,4.900000095,NaN
Indonesia,IDN,GDP,2.49969E+14,2.82395E+14,3.29776E+14,3.8222E+14,4.54514E+14,5.32568E+14,6.27695E+14,9.55754E+14,1.09973E+15,1.38977E+15,1.64632E+15,1.82183E+15,2.01367E+15,2.29583E+15,2.77428E+15,3.33922E+15,3.95089E+15,4.94869E+15,5.6062E+15,6.86413E+15,7.83173E+15,8.6157E+15,9.52474E+15,1.05427E+16,NaN
Indonesia,IDN,internet_users,NaN,NaN,NaN,0.001059744,0.026109477,0.056623989,0.194910264,0.255306646,0.444415936,0.925563864,2.018613859,2.134135733,2.38701978,2.600285876,3.602024763,4.764813134,5.786274729,7.917479385,6.92,10.92,12.28,14.52,14.94,17.14,NaN
Indonesia,IDN,unemployment,NaN,2.799999952,NaN,NaN,NaN,4.400000095,4.699999809,5.5,6.300000191,6.099999905,8.100000381,9.100000381,9.5,9.899999619,11.19999981,10.30000019,9.100000381,8.399999619,7.900000095,7.099999905,6.599999905,6.099999905,6.199999809,5.900000095,NaN
"Iran, Islamic Rep.",IRN,GDP,5.37854E+13,7.18612E+13,1.06133E+14,1.39732E+14,1.9737E+14,2.70427E+14,3.16638E+14,3.53548E+14,4.74976E+14,6.2807E+14,7.38307E+14,1.02361E+15,1.25813E+15,1.58237E+15,1.97069E+15,2.37203E+15,3.13215E+15,3.74491E+15,3.93564E+15,4.7968E+15,6.28525E+15,7.1496E+15,9.42122E+15,1.10337E+16,NaN
"Iran, Islamic Rep.",IRN,internet_users,NaN,NaN,NaN,0.000408332,0.004179752,0.01582608,0.046756094,0.099815221,0.378569095,0.93419002,1.484221332,4.626175115,6.933721953,7.49,8.1,8.76,9.47,12.02,13.8,15.9,19,22.73,29.95,39.35,NaN
"Iran, Islamic Rep.",IRN,unemployment,11.10000038,NaN,NaN,NaN,NaN,9.100000381,NaN,NaN,NaN,NaN,NaN,12.80000019,NaN,10.30000019,12.10000038,NaN,10.60000038,10.5,11.89999962,13.5,NaN,NaN,10.39999962,10.60000038,NaN
Iraq,IRQ,GDP,42451600000,1.15108E+11,3.21647E+11,1.65833E+12,6.69548E+12,6.50092E+12,1.50931E+13,1.71258E+13,3.4464E+13,5.02137E+13,4.13146E+13,4.10229E+13,2.95858E+13,5.32354E+13,7.35336E+13,9.5588E+13,1.11456E+14,1.57026E+14,1.30643E+14,1.62065E+14,2.17327E+14,2.54225E+14,2.71092E+14,2.6061E+14,NaN
Iraq,IRQ,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,0.5,0.6,0.9,0.9,0.952344244,0.93,1,1.06,2.5,5,7.1,9.2,11.3,NaN
Iraq,IRQ,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.10000038,26.79999924,18,17.5,NaN,15.30000019,NaN,NaN,8,NaN,NaN,NaN,NaN
Ireland,IRL,GDP,39321487900,41778889700,45124428100,48530371700,54820260500,60194968000,69367334600,80319701900,92629387900,1.0836E+11,1.21893E+11,1.35946E+11,1.4578E+11,1.56176E+11,1.69978E+11,1.84923E+11,1.97054E+11,1.87547E+11,1.69432E+11,1.66157E+11,1.7394E+11,1.74845E+11,1.79448E+11,1.89046E+11,NaN
Ireland,IRL,internet_users,0.056796044,0.169686377,0.281141005,0.558377222,1.108386328,2.199301832,4.08825507,8.096010043,10.93380859,17.85046724,23.13881219,25.85,34.31,36.99,41.61,54.82,61.15832455,65.34,67.38,69.85,74.88997297,76.91999254,78.2477,79.69,NaN
Ireland,IRL,unemployment,15.80000019,15,15.60000038,14.60000038,12,11.69999981,10.19999981,7.699999809,5.800000191,4.300000191,3.700000048,4.199999809,4.5,4.5,4.300000191,4.400000095,4.699999809,6.400000095,12,13.89999962,14.60000038,14.69999981,13,11.30000019,NaN
Isle of Man,IMY,GDP,465795000,487093000,510534000,544449000,584442000,645619000,719682000,836338000,972730000,1058134000,1128037000,1229412000,1341847000,1495796000,1634137000,1817638000,2030256000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isle of Man,IMY,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Isle of Man,IMY,unemployment,4.099999905,NaN,NaN,NaN,NaN,3.5,NaN,NaN,NaN,NaN,1.600000024,NaN,NaN,NaN,NaN,2.400000095,NaN,NaN,NaN,NaN,3.299999952,NaN,2.599999905,NaN,NaN
Israel,ISR,GDP,1.34855E+11,1.61738E+11,1.86576E+11,2.24838E+11,3.01036E+11,3.50366E+11,3.95108E+11,4.40196E+11,4.85224E+11,5.39821E+11,5.49902E+11,5.73713E+11,5.77231E+11,6.06946E+11,6.41012E+11,6.88472E+11,7.37668E+11,7.77736E+11,8.18189E+11,8.76129E+11,9.36619E+11,1.00104E+12,1.05583E+12,1.09367E+12,NaN
Israel,ISR,internet_users,0.2146241,0.310579197,0.398833333,0.57696646,0.93042297,2.1683676,4.399405482,10.30706995,13.43612191,20.87379,17.37862386,17.76459906,19.59339366,22.77048553,25.19404242,27.88107446,48.12806219,59.39,63.12,67.5,68.87387799,70.8,70.8,71.45,NaN
Israel,ISR,unemployment,10.60000038,11.19999981,10,7.800000191,6,5.800000191,6.699999809,7.599999905,7.900000095,7.800000191,8.300000191,9.199999809,9.600000381,9.300000191,8,7.5,6.599999905,5.5,6.800000191,6,5.099999905,6.900000095,6.199999809,5.900000095,NaN
Italy,ITA,GDP,7.96109E+11,8.37816E+11,8.62951E+11,9.12741E+11,9.85342E+11,1.04347E+12,1.09027E+12,1.13593E+12,1.17237E+12,1.23976E+12,1.29941E+12,1.34636E+12,1.39131E+12,1.44902E+12,1.49041E+12,1.54919E+12,1.6103E+12,1.63293E+12,1.57366E+12,1.60569E+12,1.63886E+12,1.61467E+12,1.60689E+12,1.61386E+12,NaN
Italy,ITA,internet_users,0.035063256,0.070053433,0.122462053,0.192304619,0.524412787,1.023289903,2.276737834,4.558519565,14.37841019,23.11087424,27.22211698,28.04,29.04,33.24,35,37.99,40.79,44.53,48.83,53.68,54.3899983,55.82999799,58.4593,61.96,NaN
Italy,ITA,unemployment,10.10000038,9.300000191,10.19999981,11.10000038,11.69999981,11.89999962,12,12.10000038,11.69999981,10.80000019,9.600000381,9.199999809,8.899999619,7.900000095,7.699999809,6.800000191,6.099999905,6.699999809,7.699999809,8.399999619,8.399999619,10.69999981,12.10000038,12.69999981,NaN
Jamaica,JAM,GDP,49750298600,81175224300,1.22029E+11,1.63383E+11,2.04298E+11,2.42291E+11,2.64561E+11,3.19526E+11,3.44794E+11,3.84678E+11,4.18771E+11,4.70555E+11,5.4451E+11,6.22661E+11,7.00276E+11,7.84336E+11,8.85632E+11,9.9744E+11,1.0652E+12,1.15259E+12,1.23928E+12,1.31228E+12,1.42967E+12,1.545E+12,NaN
Jamaica,JAM,internet_users,NaN,NaN,NaN,0.036817104,0.109487986,0.591145842,0.797797441,1.978726318,2.355688556,3.115778027,3.863020387,6.1,7.8,10,12.8,16.4,21.1,23.6,24.3,27.67,37.43861341,33.79,37.1,40.5,NaN
Jamaica,JAM,unemployment,15.69999981,15.39999962,16.29999924,15.39999962,16.20000076,16,16.5,15.5,15.69999981,15.5,15,14.30000019,11.69999981,11.39999962,10.89999962,9.600000381,9.399999619,10.60000038,11.39999962,12.39999962,12.69999981,13.69999981,15.30000019,NaN,NaN
Japan,JPN,GDP,4.76431E+14,4.87961E+14,4.90934E+14,4.95743E+14,5.01707E+14,5.11935E+14,5.23198E+14,5.12439E+14,5.04903E+14,5.0986E+14,5.05543E+14,4.99147E+14,4.98855E+14,5.03725E+14,5.03903E+14,5.06687E+14,5.12975E+14,5.01209E+14,4.71139E+14,4.82384E+14,4.71311E+14,4.7511E+14,4.80128E+14,4.87501E+14,NaN
Japan,JPN,internet_users,0.040438041,0.096678025,0.401277526,0.799684291,1.594363148,4.372981968,9.16307714,13.41404088,21.39129031,29.99074036,38.53206086,46.59420112,48.43526589,62.39392963,66.9210661,68.68527032,74.3,75.4,78,78.21,79.05411352,79.4964,89.71,90.58,NaN
Japan,JPN,unemployment,2.099999905,2.200000048,2.400000095,3,3,3.400000095,3.400000095,3.700000048,4.599999905,4.800000191,4.699999809,5.199999809,5.199999809,4.599999905,4.400000095,4.099999905,3.700000048,3.900000095,4.900000095,4.900000095,4.400000095,4.199999809,3.900000095,3.5,NaN
Jordan,JOR,GDP,2958000000,3610641500,3884287600,4358308600,4714594600,4912206700,5136281700,5608630400,5776573500,5996668000,6362000200,6792514100,7227044600,8087964700,8925363700,10675368300,12131422300,15593411500,16911009300,18762019400,20476587000,21965467100,23851629000,25437117300,NaN
Jordan,JOR,internet_users,NaN,NaN,NaN,NaN,0.02323392,0.044938549,0.599341106,1.305888264,2.526965353,2.623275422,4.705719581,6.025532412,8.466005016,11.65874137,12.93285205,13.86710879,20,23,26,27.2,34.9,37,41,44,NaN
Jordan,JOR,unemployment,NaN,NaN,19.70000076,NaN,14.60000038,13.69999981,NaN,NaN,NaN,13.69999981,15.80000019,16.20000076,15.39999962,22.79999924,NaN,NaN,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,NaN,NaN
Kazakhstan,KAZ,GDP,162000000,2412000000,29423100000,4.23469E+11,1.01419E+12,1.41575E+12,1.67214E+12,1.73326E+12,2.01646E+12,2.5999E+12,3.25059E+12,3.77628E+12,4.61198E+12,5.87013E+12,7.59059E+12,1.02137E+13,1.28498E+13,1.60529E+13,1.70076E+13,2.18155E+13,2.75719E+13,3.0347E+13,3.52752E+13,3.90409E+13,NaN
Kazakhstan,KAZ,internet_users,NaN,NaN,NaN,0.000521079,0.011302355,0.031824512,0.064596754,0.131069604,0.464277218,0.668594403,1.006124211,1.674770995,2.000414753,2.650394657,2.961707492,3.268369051,4.02,11,18.2,31.6,50.6,53.31566912,54,54.89,NaN
Kazakhstan,KAZ,unemployment,NaN,NaN,NaN,7.5,11,13,13,13.10000038,13.5,12.80000019,10.39999962,9.300000191,8.800000191,8.399999619,8.100000381,7.800000191,7.300000191,6.599999905,6.599999905,5.800000191,5.400000095,5.300000191,5.199999809,5.099999905,NaN
Kenya,KEN,GDP,2.2423E+11,2.64472E+11,3.33611E+11,4.00658E+11,4.65251E+11,6.87998E+11,7.70313E+11,8.50808E+11,9.06928E+11,9.67837E+11,1.02022E+12,1.03537E+12,1.13178E+12,1.27433E+12,1.41573E+12,1.86204E+12,2.15135E+12,2.48306E+12,2.86369E+12,3.1693E+12,3.72592E+12,4.26115E+12,4.7308E+12,5.35767E+12,NaN
Kenya,KEN,internet_users,NaN,NaN,NaN,NaN,0.000727482,0.008839115,0.034406051,0.050261388,0.114256028,0.318059714,0.619782266,1.207773885,2.941902861,3.023528042,3.101897702,7.53378972,7.95,8.67,10.04,14,28,32.1,39,43.4,NaN
Kenya,KEN,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.800000191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kiribati,KIR,GDP,61362200,67704600,71490700,76870700,77716700,86726500,93176000,106805600,109424000,116445900,122000000,133000000,139000000,139000000,139000000,139000000,147000000,161000000,163000000,164000000,167000000,169000000,175000000,185000000,NaN
Kiribati,KIR,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.616545618,1.211577838,1.785225474,2.337458948,2.5,3,3.5,4,4.5,6,7,8.97,9.07,10,10.74679768,11.5,12.25,NaN
Kiribati,KIR,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.69999981,NaN,NaN,NaN,NaN,30.60000038,NaN,NaN,NaN,NaN,NaN
"Korea, Dem. Rep.",PRK,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Korea, Dem. Rep.",PRK,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,NaN
"Korea, Dem. Rep.",PRK,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
"Korea, Rep.",KOR,GDP,2.4371E+14,2.78004E+14,3.14617E+14,3.68546E+14,4.31394E+14,4.85416E+14,5.33184E+14,5.27617E+14,5.78141E+14,6.35185E+14,6.88165E+14,7.61939E+14,8.10915E+14,8.76033E+14,9.19797E+14,9.66055E+14,1.04326E+15,1.10449E+15,1.15171E+15,1.26531E+15,1.33268E+15,1.37746E+15,1.42945E+15,1.48508E+15,NaN
"Korea, Rep.",KOR,internet_users,0.046124435,0.098404337,0.249946523,0.311359364,0.81968667,1.624237192,3.600801564,6.781815468,23.55219445,44.7,56.6,59.4,65.5,72.7,73.5,78.1,78.8,81,81.6,83.7,83.75912015,84.07,84.77,84.33,NaN
"Korea, Rep.",KOR,unemployment,2.400000095,2.5,2.900000095,2.5,2.099999905,2,2.599999905,7,6.300000191,4.400000095,4,3.299999952,3.599999905,3.700000048,3.700000048,3.5,3.200000048,3.200000048,3.599999905,3.700000048,3.400000095,3.200000048,3.099999905,3.5,NaN
Kosovo,KSV,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2001200000,2830700000,2861600000,2966900000,2927600000,3004600000,3250700000,3531400000,3882848200,4069600000,4401600000,4814600000,5059200000,5327400000,5567400000,NaN
Kosovo,KSV,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kosovo,KSV,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57,55,49.70000076,39.70000076,41.40000153,44.90000153,46.29999924,47.5,45.40000153,NaN,NaN,30.89999962,NaN,NaN,NaN
Kuwait,KWT,GDP,3129799900,5826500100,7230300200,7379999700,8114000000,9429299900,9206500000,7907100100,9169100100,11570000000,10701000000,11590000000,14267000000,17517000000,23593000000,29470000000,32581000000,39620000000,30478000000,33079100000,42511600000,48722200000,49392200000,46564100000,NaN
Kuwait,KWT,internet_users,NaN,NaN,0.091082245,0.147162703,0.202898433,0.855662317,2.174535859,3.052397455,4.756222209,6.731395768,8.551792434,10.24896793,22.40293838,22.92711204,25.92610837,28.79119795,34.8,42,50.8,61.4,65.76907069,70.45,75.46,78.7,NaN
Kuwait,KWT,unemployment,NaN,NaN,0.800000012,0.699999988,0.699999988,0.699999988,0.699999988,0.699999988,0.699999988,0.800000012,0.800000012,1.100000024,1.299999952,1.700000048,2,1.299999952,1.5,1.799999952,1.600000024,1.799999952,3.599999905,NaN,NaN,NaN,NaN
Kyrgyz Republic,KGZ,GDP,92550000,741299968,5354700000,12019200000,16145100000,23399300000,30685700000,34181400000,48744021000,65357923000,73883300000,75366684000,83871605000,94350731000,1.00899E+11,1.138E+11,1.41898E+11,1.87992E+11,2.01223E+11,2.20369E+11,2.85989E+11,3.10471E+11,3.55295E+11,3.97277E+11,NaN
Kyrgyz Republic,KGZ,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.072808334,0.20471135,1.041401145,3.002941327,2.99926518,3.908766268,5.090385307,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3,NaN
Kyrgyz Republic,KGZ,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5,7.800000191,12.5,9.899999619,8.5,8.100000381,8.300000191,8.199999809,8.199999809,8.399999619,8.600000381,8.5,8.399999619,8.300000191,NaN,NaN
Lao PDR,LAO,GDP,7.218E+11,8.076E+11,9.51E+11,1.1078E+12,1.4191E+12,1.72569E+12,2.2012E+12,4.22245E+12,1.03294E+13,1.36384E+13,1.57018E+13,1.7682E+13,2.12773E+13,2.50493E+13,2.91478E+13,3.50811E+13,4.05538E+13,4.76028E+13,4.96734E+13,5.93099E+13,6.65147E+13,7.49461E+13,8.79744E+13,9.42986E+13,NaN
Lao PDR,LAO,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.009657814,0.037780708,0.111044032,0.181664461,0.267899241,0.333912466,0.36143449,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26,NaN
Lao PDR,LAO,unemployment,NaN,NaN,NaN,NaN,2.599999905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.399999976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Latin America & Caribbean (all income levels),LCN,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Latin America & Caribbean (all income levels),LCN,internet_users,NaN,0.013685008,0.029908499,0.050067812,0.110083607,0.308723256,0.609594648,1.229663219,2.052489634,3.90371304,5.650753691,8.886950932,11.28715318,14.40238707,16.62978984,20.75263406,23.70293508,26.50047906,31.03408002,34.71039938,39.34957815,43.35327777,46.54419485,50.15332042,NaN
Latin America & Caribbean (all income levels),LCN,unemployment,NaN,6.749746971,6.742623437,NaN,7.99029298,8.434968672,8.200557765,8.752216929,9.396832962,NaN,9.151033738,9.435445837,9.532645452,8.552051533,8.204902229,7.375665778,6.918007514,6.548357961,7.627966846,NaN,6.636499793,6.306767344,6.283030249,5.917949666,NaN
Latin America & Caribbean (developing only),LAC,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Latin America & Caribbean (developing only),LAC,internet_users,NaN,0.013987739,0.026797891,0.046382833,0.098620439,0.297664613,0.601019693,1.174170193,1.727705485,3.097083223,4.721184613,8.325771155,10.77661811,13.97566935,16.11601504,20.42157638,23.10431277,25.79668911,30.11210334,33.13786129,37.68222489,41.04777612,43.93749097,47.46603333,NaN
Latin America & Caribbean (developing only),LAC,unemployment,NaN,6.619043347,6.341934985,NaN,6.924583321,7.396476807,7.459274664,8.286921987,8.680247586,NaN,8.127480947,8.289580747,8.511127796,7.814720393,7.765083095,6.984034917,6.71033646,6.345549425,7.420955769,NaN,6.431992203,6.074655669,6.13787318,5.673327676,NaN
Latvia,LVA,GDP,NaN,NaN,NaN,NaN,4056468000,4675504000,5391713000,6019742000,6269594000,6847707000,7457489000,8389509000,9541612000,11038121000,13581762000,17073070000,22552380000,24314346000,18808433000,17921450000,20244383000,21810516000,22762890000,23580868000,NaN
Latvia,LVA,internet_users,NaN,NaN,NaN,NaN,NaN,0.812717072,2.053454712,3.315267886,4.387409055,6.319062083,7.219345808,21.94,26.98,38.58,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83,NaN
Latvia,LVA,unemployment,NaN,NaN,NaN,NaN,NaN,20.20000076,14.69999981,14.5,13.80000019,14.19999981,13.80000019,13.80000019,12.10000038,11.69999981,10,7,6.099999905,7.699999809,17.5,19.5,16.20000076,15,11.89999962,10.80000019,NaN
Least developed countries: UN classification,LDC,GDP,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Least developed countries: UN classification,LDC,internet_users,NaN,NaN,NaN,NaN,NaN,NaN,0.008534539,0.021072172,0.057177227,0.099405097,0.144637288,0.236258541,0.355621082,0.554893711,0.784261368,1.126710965,1.955537196,2.185471911,2.792694383,4.471246994,5.062680032,5.937297992,7.146266945,8.63639215,NaN
Least developed countries: UN classification,LDC,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lebanon,LBN,GDP,4.132E+12,9.499E+12,1.31216E+13,1.61275E+13,1.90009E+13,2.15128E+13,2.425E+13,2.6149E+13,2.6223E+13,2.602E+13,2.6607E+13,2.8872E+13,3.0275E+13,3.159E+13,3.2091E+13,3.2858E+13,3.705E+13,4.3461E+13,5.2973E+13,5.73E+13,6.0419E+13,6.51317E+13,6.68613E+13,6.89394E+13,NaN
Lebanon,LBN,internet_users,NaN,NaN,NaN,NaN,0.071617991,0.140166939,1.241079739,2.722352199,5.376809498,7.952743736,6.783219775,7,8,9,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,74.7,NaN
Lebanon,LBN,unemployment,NaN,NaN,NaN,NaN,NaN,NaN,8.5,NaN,NaN,NaN,NaN,NaN,NaN,7.900000095,NaN,NaN,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Lesotho,LSO,GDP,1681000000,2055000000,2358000000,2681000000,3116000000,3508000000,3962000000,4530000000,4897000000,5352402000,6081470300,6922635600,7331459400,7972537700,8701764461,9675477918,11254863045,13471309170,14502000000,16015000000,18322000000,19573000000,21416000000,23673000000,NaN
